"deslearn","expertise","gamepart"
"96",-1.38053248684181,-1.18981345648752,-1.49278312759762
"97",-1.21877242851467,-1.20260389893412,-0.558436397960845
"98",2.0475665860747,4.95856537857468,-0.850354984483968
"99",2.65844322929821,3.17636990476508,0.1121575073243
"100",-1.13822753178724,-1.2865420002333,-1.21623754592153
"101",-1.32725354511227,-1.25476460895817,-2.09698077188932
"102",-1.33656642428599,-1.24595212664202,-2.20286035383899
"103",-1.24804425451652,-1.26273035941666,-1.79241021055798
"104",-1.42388371304644,-1.21140833939255,-2.3080782070768
"105",-1.07057228974294,-0.905506243611419,-0.24753615202621
"106",-1.18043638359575,-1.26881389080649,-0.680569007635416
"107",-0.685916854072391,-1.2718200895711,1.78644980898217
"108",-1.35973258232344,-1.21446457476133,-1.53852369382833
"109",-0.853434656610685,-1.21137894465906,0.628583019330369
